title,fraudulent,text
Administrative/Receptionist - $19.25/hr,1,"Administrative/Receptionist - $19.25/hr     Normal  0   ADMINITRATIVE ASSISTANT This is an entry-level full position - work hours are 8:30-5pm (Mon-Fri) Partner with co-president's assistant to provide administrative leverage to the co-presidents office. Acts as gatekeeper while building/maintaining relationships internally and externally across all levels. Responsible for managing a busy calendar and scheduling travel schedule.  Confident yet easy-going; firm yet flexible; hard working, positive attitude.Professional appearance and solid communication skills both written and verbal.Ability to multi-task/prioritize and work under pressure.Manages time effectively, good attention to detail and organizational skills; ability to meet deadlines and set priorities for specific assignments.Anticipates needs and/or potential problems; initiate steps to resolve issues.Ability to be resourceful and proactive in dealing with issues that may arise.Uses judgment in dealing with sensitive issues $19.25/hr plus bonus, great benefits and hours are 8:30am-5pm. "
Full-Time Caregiver For Shy Young Man,0,"Full-Time Caregiver For Shy Young Man United Cerebral Palsy of Oregon &amp; SW Washington (UCP) supports adults with all kinds of developmental disabilities (not just cerebral palsy), so that they can live the life of their dreams.We're growing, so you will see lots of exciting job openings in the next few months!WHY WORK FOR UCP?As an employee of UCP, you'll be proud of the work you do, every day! Our employees assist the people we support to live independently in their own homes and apartments, find and keep their dream jobs, make community connections, serve as their own advocates, and make their own choices. You'll get the chance to work for one of the 100 Best Non-Profit Employers in Oregon. We're fun and flexible, and there's plenty of room for advancement and growth. If you’re looking for a full-time job with great benefits and the chance to make a difference, United Cerebral Palsy (UCP) might have the perfect job for you.We are currently seeking a Personal Assistant who will support a young adult man who experiences autism. He is a quiet, shy and agreeable person who will work best with people who are patient, kind and consistent.He lives in his family’s home in Southwest Portland (just over the Sellwood Bridge). You will work three 12-hour shifts per week: Mondays, Tuesdays and Wednesdays, from 7am to 7pm.Your duties:Help him build skills for daily living tasks such as grocery shopping and making meal choices.Provide prompting and praise as he does daily tasks, such as showering and getting dressed.Prepare healthy meals, and do minor household chores.Accompany him to any necessary appointments.Assist him to pursue his interests, such as taking swimming lessons and trips to the park.Provide life coaching by modeling healthy interactions, encouraging him through emotional challenges, and supporting him to achieve life goals.  ABOUT UCP:United Cerebral Palsy of Oregon &amp; SW Washington supports adults with all kinds of developmental disabilities, so that they can live, work and play independently. We were recently voted one of the top 100 Nonprofit Employers in Oregon.Find out more about is at #URL_2b35257099321dacb52af707d4a6bdf5dd187d81d6bfd24398f0e5b68a6727a7#.UCP is an Equal Opportunity Employer, and actively seeks applicants from diverse backgrounds. High school diploma or GED.Be able to drive on the job: a reliable personal vehicle, valid driver’s license, at least 3 years’ driving experience, and a relatively clean driving record.Be at least 21 years old (a requirement of our auto insurance program).Must be able to pass our background check process, which includes a reference check, a physical with a lifting test of 75lbs, a drug/alcohol screen and a criminal history background check.Applicants with at least 2 years of experience in the mental health or developmental disability field will be preferred. Experience with autism would be ideal. $9.47/hour, 5% increase to $9.95/hour after successful 90-day Trial Service Period.Full medical, alternative, and vision benefits for employee, spouse/domestic partner, and children.401k plan with company match.Generous paid time off.Fully paid training and lots of room for advancement."
Community Management Assistant,0,"Community Management Assistant Massive Media is the social media company behind the successful digital brands #URL_18234f381f5e7b9a9ffdc727cd05c9046edffb45bce85533c8f9b6d0216e925e# and #URL_af2b2f34d003dd6238fb60ec002a2f9df551ec9f8c6df8c980fc4fd8d24cc707#. In November 2013 Massive Media bought and relaunched the social discovery platform Stepout. We enable members to meet nearby people instantly. Over 100 million people have joined our sites on web and mobile. FunctionResponsible for reception, correspondence, archiving and agenda of the Community Management department;    Preparing letters, presentations and other documents;    Support to the Community Management team.Skills and Experience1-3 years experience in administration;    Good level of Dutch, French and English;    Excellent organizational skills;    Good knowledge of Office applications;    Result-oriented attitude, ability to work autonomous, strong team spirit.  "
QC Inspector,1,"QC Inspector Aker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values. Corporate overviewAker Solutions is a global provider of products, systems and services to the oil and gas industry. Our engineering, design and technology bring discoveries into production and maximize recovery from each petroleum field. We employ approximately 28,000 people in about 30 countries. Go to #URL_0fa3f7c5e23a16de16a841e368006cae916884407d90b154dfef3976483a71ae# for more information on our business, people and values.We are looking for individuals who are prepared to take a position. Not only a position within Aker Solutions, but also a position on the exciting challenges the global oil and gas industry faces now and in the futureAker Solutions is a leading global provider of engineering and technology, products and service solutions to the Oil &amp; Gas industry.At Aker Solutions we offer an ocean of opportunities. Our people are our biggest asset and our business relies on their abilities to win projects and execute them to the highest standards. We are committed to developing our people’s capabilities through challenging tasks supported by excellent training and development opportunities.All our major achievements are team efforts. We are looking for dedicated team players who like to be part of a winning team, who meet challenges head on to serve our customers’ needs.Responsibilities and tasksGoods in QC inspection:• Approves incoming materials by confirming specifications; conducting visual and measurement tests; rejecting and returning unacceptable materials.• Documents inspection results by completing reports and logs.• Maintains safe and healthy work environment by following standards and procedures; complying with legal regulations. • To work at all times to the Company’s Quality Management System.• To complete all applicable activities identified within the department work packs and purchase orders.• Ensure all calibrated equipment used within the test and inspection process is within calibration date and rated for the work activities.• Play a pro-active role in housekeeping and continuous improvement initiatives.As necessary, perform other duties, requiring essentially the same level of skill &amp; responsibility, when required. Qualifications &amp; personal attributes• Relevant QC inspection experience - Essential• HNC or equivalent in Mechanical Engineering - Desirable• Trade qualification in Mechanical Engineering - Desireable "
Outside Sales Professional,0,"Outside Sales Professional ABC Supply Co., Inc. is the nation’s largest wholesale distributor of roofing and one of the largest distributors of siding, windows, and other exterior building products. Since our start in 1982, we've grown to become a national organization with over 450 locations in 45 states. Our mission is to be the biggest, best, and easiest service company distributing exterior building products. We fulfill that mission by stocking the brands and products contractors need at competitive prices, operating a state-of-the-art delivery system, and actively listening to our customers. We know that we will only be successful when our customers are successful. That’s why we make good on our promises every day. Job Responsibilities:As a Sales Representative, you will provide assistance to our customers as they purchase the materials and tools they need for a wide variety of roofing, siding, and window/door replacement projects. From the moment you greet customers until their sales have been finalized, you will provide them with the best in customer service and exterior building supply expertise.Your specific duties as a Sales Representative may include:Determining customers’ needs and recommending appropriate products and solutionsFollowing ABC’s product/supply checklist for each customer’s specific job and upselling additional products and supplies for that jobAnswering customer questions and offering product adviceOrdering products from other ABC Supply branches when necessaryAccepting payment and applying it to the appropriate customer accountArranging with the warehouse for customer product pickupFollowing-up on each delivery to ensure that shipment arrived on time with all items accounted forBalancing out cash drawers and preparing bank deposits at the end of each dayArranging product displays and layouts to maximize effectivenessReordering products to keep the store and warehouse shelves well stockedGiving out comment cards to customersAddressing and resolving customer complaints when necessary As a Sales Representative, you must have the ability to provide superior customer service and to go the extra mile to determine and provide exactly what each customer needs. It helps if you have experience with exterior building supplies so that you are familiar with the various products and associated contractor terminology. As a Sales Representative, you will also need to be self-motivated with a strong work ethic and excellent attention to detail.Specific qualifications for the Sales Representative position include:1-2 years retail/customer service experience; experience with residential roofing and siding and windows (retail supply sales or site work with a crew) preferredStrong retail merchandising skills (including shelving and layout)Excellent verbal and written communication and interpersonal skillsSolid time management and prioritization skillsBasic computer skillsAbility to lift 50-75 pounds As a Sales Representative, you may have opportunities for advancement, since we often hire and promote from within. Many of our Sales Representatives move on to positions in purchasing, specialty departments such as windows or commercial roofing, and management. We appreciate the work you do as a Sales Representative and will reward you with a competitive compensation package that includes benefits.Your benefits package as a Sales Representative may include:Health, dental, and vision coverageLife insurance401(k)Flex spendingBonus opportunities2 weeks vacation after first full year of employmentPersonal daysSick daysPaid holidays"
Project Engineer Molding   2020,1,"Project Engineer Molding   2020  2020Job Title: Project Engineer MoldingRole: Engineering or RelatedRelocation Available: YesIndustry: ManufacturingLocation: IowaTown / City: Des MoinesJob Type: Permanent full-timeJob description:We are looking for a engineer with molding experience. Project Engineer Molding:25 plus year old molding company specializing in 2-shot, insert micro, and micro molding and serving the medical, micro-electronics, micro-optics, automotive electronics, military, and aerospace markets.  They provide design for manufacturability, tooling, mold building, automation, and packaging. Looking for a Project Engineer with 2 to 3 years of molding experience.  Degreed Engineer preferred but will consider equivalent experience.Bottom Line Requirements:1.  Bachelor's Degree in Engineering.2.  2+ years of engineering experience in molding.3.  Local or close enough for a short easy move. Bottom Line Requirements:1.  Bachelor's Degree in Engineering.2.  2+ years of engineering experience in molding.3.  Local or close enough for a short easy move. "
Clerical Assistant,1,"Clerical Assistant  The Clerical Assistant will be responsible for accurately and efficiently process data into company systems. A high degree of accuracy and attention to detail. We are looking for exceptional team players and leaders to join our team. We are looking for candidates that thrive in a fast-pace and demanding work environment.We Offer:- Competitive compensation- Growth potential- A fun &amp; casual work environment- Great benefit package Who we're Looking For:- Motivated, detail oriented and thorough- Must have experience with data entry and customer service- Some college or equivalent experience is preferred- Someone who takes pride in their work with aspiration to contribute and thrive This is a full-time salary position that offers benefits with GREAT potential for GROWTH. "
Senior QA Engineer ,1,"Senior QA Engineer  Aptitude Staffing Solutions has redesigned the recruiting wheel. Our innovative new platform cuts the recruiting time in half, yields scientifically-proven results and clients and candidates enjoy a pleasant experience through advanced, simple to use technology and a tenured, industry-experienced recruiting team. Join us in a fresh new experience of leveraging your career...the way it should be! All represented candidates enjoy the following perks:Expert negotiations, maximizing total compensation package Signing bonus by Aptitude Staffing in addition to client signing bonus (if applicable)1 Year access to AnyPerkRelocation Services for out of town candidatesContinued education in your area of profession, seminars, workshops and other skill development events Contract employees receive quarterly bonuses for the duration of their project Direct-Hire employees receive double bonues ($2,000) per referred/recruited candidate into their newly appointed companyAll candidates are encouraged to participate in our Referral Bonus Program &amp; earn $500 - $1,000 per hired referral             Responsibilities:* Acquire and maintain a comprehensive expertise in all company components   Platform, test automation, and monitoring systems currently being used.* Works closely with Development engineers and other Quality Assurance team members to   identify, report, and troubleshoot defects to verify problem fixes in a detailed, efficient, and   timely manner.* Ensure that new and existing product functionality are reliable, defect free and function as   intended.* Strong analytical and problem solving skills, an ability to multitask, and work in a fast-paced   environment with changing priorities.* Work with QA managers and Director to develop and execute QA strategies to meet   department and corporate's goals.* Gather and provide metrics for automation and product readiness.* Analyze gaps in #URL_ddb080358fa5eecf5a67c649cfb4ffc343c484389f1bbaf2a1cb071e3f2b6e7e#’s immune system (automated test suite) coverage. Required Skills and Experience:Minimum of five years of experience in software quality assurance, or related field, including   individual contributor experience. Programming aptitude; able to read and understand code, write automation test cases. Working knowledge of software development and QA methodologies. Excellent communication skills. Experience in designing, implementing, and managing automated test suites. What Is OfferedOur client's core values drive their culture. This is what they believe and we support: Watch the culture video to learn more.MAKE CUSTOMERS SUCCESSFUL ""Customers' success is ours. We live to solve their problems, improve their futures, and exceed their expectations. When our customers win, we win.""SET THE BAR HIGH. ""We're trying to revolutionize an industry, so we can't be just good—we have to be the best. That means striving for the best team, product, and company on the planet.""BE ACCOUNTABLE. ""We own our work. We keep our promises. And we always follow through. We take responsibility for failures, and humble bows for successes. There's no time for excuses and finger pointing.""SHOW INTEGRITY. ""Forget loopholes, back doors, and shades of gray. We just say it. We are honest and straightforward with everyone. The only way we can bring clarity to a chaotic world is to walk-the-walk ourselves.""MAKE EACH OTHER BETTER. ""Everything we achieve, we achieve together. Nobody is too important to grab a broom.""ALWAYS MOVE FORWARD. ""We see the world as it could be, not just as it is. With our passion for finding new solutions to old problems, we're creating that new world. It's a future worth adapting to.""The Benefits Generous paid time off to help you maintain a good work-life balanceFully catered lunches available everyday to all employees at the corporate officeOffices fully stocked with snacks and refreshments to keep you energized and productiveExtensive employee benefits and perks to show how much we value your effortsFun team events, company events, employee sponsored events, employee recognition awards, and more!We are currently under contract with our client in attracting, engaging and initiating the hiring process. We are working directly with the hirng manager for this role and welcome the opportunity to discuss your candidacy with you.  Thank you for your time and consideration.  We look forward to hearing from you.  Please direct resumes, questions and inqueries to Darren Lawson | VP of Recruiting | #EMAIL_f4da338e899ddba983ac771b001681d1d2d93b3327ddc420a15f4e5a310071a9# | #PHONE_90d33c9d7ec1484aebfe37b153d677decc6f5f53b316489ed24061544c04eb66#"
"Sales Manager, Athens",0,"Sales Manager, Athens Optimal Business Action was created in 2005 in order to provide high quality, personalized HR services to medium and large-cap companies operating in Greece, the Balkans and the Middle East. Seven years later we are present in Athens, Bucharest and Dubai, and several of these companies are on our client list, including most major banks, pharmaceuticals, hotel &amp; retail chains, and large IT firms. We are one of only nine HR firms in Greece operating under the Temping Permit issued by the Labor Ministry and among a very few which offer employee evaluations based on the combination of the Minnesota Multiphasic Personality Inventory (MMPI) and Rorschach tests. Amongst our advantages is our extensive candidate network, the use of industry-specialized recruiters, our technology tools – including candidate pre-recorded interviews, and our competitive, on-success, fee structure. Our subsidiaries: Creative HR which was created in 2010 in order to undertake human-capital intensive projects, HR department restructurings, and provide HR consulting services. iTechScope Recruitment which was created in 2011 and is the first international recruitment company in Greece specializing in sourcing and placing personnel for companies operating in the fields of Information Technology, Telecommunications, and Engineering. Optimal HR Middle East FZC which was created in 2013 and is the group’s entity in the UAE, providing our clients with Recruiting, Consulting, and Training products and services. Our partnerships: As of 2014, Optimal is the exclusive Gi Group (#URL_1458d4797348b1fe258e750e89ab66b11c9565a10abede82d761ce37c53395b6#) partner for Greece and the UAE, offering a vast array of products and services as well as sourcing access to candidates from 32 countries around the world. GI is one of the world's leading HR companies, providing services for the development of the labor market. It employs a staff of almost 2.500 people and its 2013 turnover approached $1.5 billion. We have an exclusive representation agreement with UK's APS (#URL_b40fd0caf83243a019915fa08fcf0afbb9f377d15194c88d4e4896e6848bbbbd#) for their on-line evaluation products, such as the TEIQue, Engagement Survey, and 360 Survey, and an exclusive collaboration with Chris Daffy (#URL_712f5a993f998f7aad7e3cc1b7d9c7d3eb17e8ffcace779065d1902e412e2c3d#) for his Customer Experience training programs. We also work with UK's Epigon Training &amp; Development (#URL_fe1f8ff39ad549be4c26f84c348c2d2dad85c84e6746f60140eb4392e652e543#) for NLP-based training seminars. Please contact us at: +30 210 32 59 350 GR &amp; +971 (0) 56 39 33 546 UAE or e-mail us at: #EMAIL_eb107d9d9176aa07bb1d808b882aacd15565df1b289ed0391e62d9bc7422d718# and #EMAIL_21116c53126810b34d578a02cb53ece4f520daa553e1b3ee91c614cc67d51c5d#                   Optimal Business Action, on behalf of its client, is looking to recruit a Sales Manager for Athens The Sales Manager is responsible for creating sales revenue from new and existing customers and maximizing revenue generation within a specific key region. This includes accurately forecasting business and market needs, formulating and implementing sales strategy and achieving sales targets, while ensuring high customer satisfaction. A university degree in business administration, marketing, communications, public relations, advertising or a related field4+ years of experience in the Travel/Airline Technology/Services industry5+ years of total experience in B2B sellingProof of previous sales successDemonstrated initiativeAbility to implement business plans and execute sales initiativesLeadership &amp; communication skillsStrong problem solving &amp; analytical skillsFluency in English "
Escrow Officer / Sales Rep,0,"Escrow Officer / Sales Rep Network Closing Services has been serving Lenders, Real Estate Consumers, and Professionals since 1999.  We provide courteous professional services, speedy title searches, and timely disbursements.  Dynamic flexibility is key to our success.  Your satisfaction, as our client, is important.  We are here to assist you and ensure a efficient, cohesive transaction.  Our experienced settlement officers and attorneys will travel anywhere in the country, day or night, to perform a closing. Our staff is committed to providing our customers a level of service that is unparalleled in the title industry.  Today's competitive market requires more than dedication and experience. It requires proven expertise, irrepressible vision and tightly orchestrated teamwork. Network Closing Services incorporates these essential qualities into every facet of every service we offer. We successfully deliver innovative, high-volume, regional closing services.  For resume review, email to #EMAIL_bbbab0052922a3a922939af2180ff4d9f034ba04634bd573870818da62a0d151# or call Office: #PHONE_113b1bd5d3e5e087c3480c458e2ef299fd3a272612224463899e65ab2fe73995# x7141 Cell: #PHONE_c3853c0e034b798989b048d3a55a28d03177bfde5db40af1c435f6fa5a867868# Looking for a change?  Not happy where you are?  Then give us a call!!Network Closing Services, Inc., a full service Title Company is seeking Title/Escrow Closers with a book of business.  We are growing, come join a winning team!Network Closing Services has been serving Lenders, Real Estate Consumers, and Professionals since 1999.  We provide courteous professional services, speedy title searches, and timely disbursements.  Dynamic flexibility is key to our success.  Our Client satisfaction is very important.  We provide experienced settlement officers and attorneys anywhere in the country, day or night, to perform a closing. Our staff is committed to providing our customers a level of service that is unparalleled in the title industry.  Today's competitive market requires more than dedication and experience. It requires proven expertise, irrepressible vision and tightly orchestrated teamwork. Network Closing Services incorporates these essential qualities into every facet of every service we offer. We successfully deliver innovative, high-volume, regional closing services.Close residential purchase/sale transactions, in accordance with closing instructions from lender and sellerPrepare and package all documents to ensure recordingsPrepare all closing documents to ensure Title issues are resolved and Title Insurance is issued at closingConduct closing with customer, realtor, lenders, and attorneysCollect and disburse funds in accordance with escrow instructionsPrepare settlement statements including HUD and GFESend HUD's to appropriate parties and wire transfer informationMaintain and establish new client relationships - MarketWe operate in a paperless environment – Faster ServiceEmmanuel Sanchez#PHONE_dc5cff94cbcc4ac18e1234a2e6521946ae7d722bdf66cfc1af3aeca9255aee0d##URL_1bdaa45fd1ec77ea7879abfceafd610ca4fa9b4eb30eb6fa5f39b9ffac8a8c5a#                                            *Seeking candidates in Florida and Nationwide                                             *Mortgage Loan Closers Not being considered Are you a top Closer in your market? Are you a go-getter and able to market for new clients? Are you a dedicated customer service oriented Title Professional? If you answered yes to these questions then we want you!Experienced Title Settlement CloserMust have a client following/Book of Business and ability to MarketKnowledge of RamQuest a plusNotary public or be bondable We provide a fun and rewarding atmosphere, our employees are supported at all levels to achieve a common goal.  We also have the traditional benefits including:Vacation PaySick PayHoliday Pay401k PlanHealth, Dental, and Vision Insurance"
HP BSM SME,0,"HP BSM SME Solutions3 is a woman-owned small business whose focus is IT Service Management using best of breed technology and implementing industry best practices following the ITIL® framework. We work extensively in the areas of planning, design, architecting, assessing, implementing and training on technology solutions.Solutions3 focus areas include: Enterprise Network &amp; Systems Management (architecture and implementation), IT Service Management including the Service Desk and associated process definitions (Incident &amp; Problem Management, Change &amp; Configuration Management, Service Level Management), the Configuration Management Database (CMDB), IT Asset Management, and Alert/Event Management. We focus on best of breed technology and follow industry best practices, including ITIL® and ISO20000.We have a strong focus on training and knowledge transfer associated with our solutions. Many of our resources are course developers and instructors for many of our vendor partners. Our practitioner experience comes into the training environment with us.We have a strong set of core values based on Biblical principles that include great integrity, high ethics and always striving for excellence.  We are always seeking those candidates who want to work for an amazing technology company, make a difference and be a part of something great for the long term. Implementation/Configuration/Testing/Training on:HP Operations Manager on LinuxHP OM SPIs: SQL, Oracle, and Active Directory MUST BE A US CITIZEN.An active TS/SCI clearance will be required.Additional Tools:HP BSM Applications: NNM, NA, OMi, OMW, Sitescope, etc… all   beneficialSoft Skill Req's:Leadership, Strong Written &amp; Verbal CommunicationBeneficial:Knowledge and experience with other HP Software tools a big plus.Additional ITIL and IS20K knowledge/experience very helpful "
Construction Engineer,1,"Construction Engineer  Why Choose AECOM? Imagine working for a truly global company whose 45,000 employees share a singular passion: to make the world a better place. We enjoy what we do at AECOM. We bring projects to life in the cities and communities in which we work, and we’re driven by a set of values and a common purpose — to create, enhance and sustain the world’s built, natural and social environments. Innovation is built into every project we manage and every community we serve. We’ll provide you support in an environment that allows you to grow and succeed. Come share your passion with us.About the Business Line :Government Services.We have the international presence, personnel networks and procurement infrastructure to deliver support for any mission, anywhere. We optimize the reliability, availability and sustainability of equipment, logistics systems and facilities for clients around the world. AECOM Government Services supports the U.S. federal government with worldwide program management, planning, design, operations and maintenance, logistics, aviation services, security, international development, environmental and civil engineering and mission and intelligence support.Job Summary :AECOM has been awarded a contract to provide Staffing/Personnel Services associated with ongoing Sadara Chemical Company (Sadara) projects in the U.S. and various countries overseas. This contract includes a broad span of labor resource categories including technical, engineering, administrative and business services, health safety &amp; environment (HSE), QA/QC, maintenance and operations support, and many others.Has experience in the oil and/or gas industry or similar process industry and has construction engineering experience on large projects. Plans, coordinates, and directs the construction work and construction subcontractor to meet all construction milestone dates. Prepares the construction plan to ensure the efficiency, quality, safety and performance of construction to meet project objectives. Must have thorough knowledge of construction practices, economic principles, international codes, standards, procedures and specifications.What We Offer :AECOM is a place where you can put your innovative thinking and business skills into high gear and work alongside other highly intelligent and motivated people. It's a place where you can apply your skills to some of the world's most challenging, interesting, and meaningful projects worldwide. It's a place that values the diversity of our areas of practice and our people. It's what makes AECOM a great place to work and grow. AECOM is an Equal Opportunity Employer.  "
Assistant Controller,0,"Assistant Controller DealDash Oyj’s fun &amp; exciting shopping platform, described as the fair &amp; honest alternative to traditional penny auctions, is used by more than 4,000,000+ US shoppers. The company’s unique business model has allowed it to form strong partnerships with the world’s leading retailer companies like Walmart and Sears, who are today using the DealDash platform to move their excess inventory.Founded in 2009, the company is one of Finland’s fastest growing e-commerce companies (Kauppalehti Kasvajat award 2013), having quickly grown from zero to 40M+ EUR revenue, 100% from the US market. In 2013, DealDash was awarded Finland’s Ernst &amp; Young Entrepreneur of the Year award and has officially been recognized by both TEM and President Sauli Niinistö for its contributions to the Finnish economy.The DealDash team is made up of highly-motivated, analytical and entrepreneurial professionals who work collaboratively to provide top-notch recreational shopping experiences for our customers. We challenge each other in an open and candid environment, no matter what our job title is, so that we may all grow and improve together.  As the company grows, we believe we must grow at the same pace or faster to stay relevant in our positions. That means we need to invest in our team members’ development. You must share the desire to constantly develop yourself by reading, researching and asking for feedback from peers, and encourage your teams to do the same. COMPANY DESCRIPTIONCome and work for one of the fastest growing startups in the country! We are a venture-backed social shopping marketplace with almost 4 million registered users and we are the world's most talked about brand on Facebook. Founded in 2009, we are a rapidly growing team with 2013 revenues of $54+ million.DealDash has employees located all over the world, with two main offices in Helsinki, Finland and Minneapolis, USA. This position will be located in our Helsinki office.The DealDash team is made up of highly-motivated, analytical and entrepreneurial professionals who work collaboratively to provide top-notch recreational shopping experiences for our customers. We challenge each other in an open and candid environment, no matter what our job title is, so that we may all grow and improve together.JOB DESCRIPTIONThe Assistant Controller position is a temporary fixed term contract until April 30th, 2015. The successful candidate will join our 4-person Finance team and be responsible for COGS reporting and reconciliation. With turnover of $54 million last year, this person will be in charge of communicating financial information with our suppliers to ensure the accuracy of our financial reporting. This includes verification of invoices, reviewing commission reports, and investigating #URL_27be6597022c81b91a1d1377203213cfea4e8b85277b0799c322a6096f08be34# successful candidate will be in constant communication with our suppliers like Walmart and Sears.KEY RESPONSIBILITIESThe Assistant Controller will have the following key responsibilities:- Receiving and reviewing invoices and files sent from our retail partners- Provide information for internal and external reporting purposes- Calculate commission receivable estimations and commission reconciliation within deadlines- Accrual calculations and adjustments to ensure accurate reporting- Internal control such as monitoring credit memos and items returned to suppliers- Report completion based on internal deadlines- Contribute/lead projects as requested- Helping other members of the Finance team and the company when needed- Work closely with the Procurement agents to spot efficiency improvements - Very strong Excel skills- At least a basic knowledge of accounting principles- Minimum 1 year of relevant working experience- Attention to detail and organized- Fluent English proficiency- Analytical thinking and ability to investigate financial discrepancies- Basic SQL skills are a plus but not a requirementWe are looking for someone who can take responsibility for their tasks and see them through from start to finish. You are analytical and driven to get things done accurately and on time. You are also technologically savvy, with a proactive attitude of learning new technical tasks on your own (Googling).You are able to give and take feedback, be open and honest, and have the ambition and motivation to contribute to this company. We offer a market-based salary and opportunities to take on more responsibilities. Some of the benefits include:- daily breakfast in the office and weekly company lunches- soft drinks, coffee, tea and water available for you- comfortable office based in the center of Helsinki in Kamppi- dynamic work environment with young energetic management team"
Internal IT Help Desk,0,"Internal IT Help Desk Jiffy Worldwide is the parent company of the Jiffy Group of Companies.   Jiffy operates a mobile application development company, a telecommunications company, a cellular telephone service in Canada and the US, amoung other ventures.   Jiffy employs nearly 500 employees and contractors globally.   Title: Internal IT Help DeskReports to: COOWe are an international company based in downtown Vancouver. We currently employ over 450 staff and now require an Internal It Help Desk. This job entails being the go-to person when the troubleshooting of any office IT issue arises. A huge, diverse knowledge of various softwares and hardware types is required - from Apple and PC to large servers, networks, and intranet systems. This position requires speed, knowledge, flexibility and problem solving skills. Being the IT solutions person in an IT company is definitely not for the faint of heart nor the average tech troubleshooter.Daily Responsibilities:Monitor and respond quickly and effectively to requests received through the IT helpdesk and process first-in first-out based on priorityRespond to queries either in person or over the phone.Train and assist with onboarding of new users - ensure each workstation has a computer, monitor, keyboard, mouse, hard drive, phone, and any additional specialized equipmentMaintain daily performance of computer systems.Walk customers through problem-solving processes.Install, modify, and repair computer hardware and software.Run diagnostic programs to resolve problems.Follow up with customers to ensure issue has been resolved.Gain feedback from customers about computer usage.Run reports to determine malfunctions that continuously occur.Document internal proceduresMaintain inventory of all equipment, software, and software licenses.Perform timely workstation hardware and software upgrades as requiredAbility to train others on new and company developed software The ability to talk about technology in simple termsStrong ability to clearly communicate objectives and programs, both written and verbalStrong analytic skills and logical thinking skillsUp-to-date with the latest technologyThe ability to maintain a high level of confidentialityExcellent interpersonal and customer-facing skillsThe flexibility and willingness to learnTact and diplomacyThe ability to work as part of a teamThe ability to work accurately, with attention to detailPreferred Qualifications:2 years of relevant technical experience in a professional positionPost secondary education in the field of information systems, business, communications, or related field.Asset But Not Required:Experience with hosting/WHM/Cpanel administrationExperience with Zendesk Helpdesk SoftwareExperience managing VOIP based phone systemsStrong Google Apps for Business Administration skills or certificationGoogle Cloud administration Competitive wagesGreat benefits packageA flexible work environmentThe ability to grow within a large companyLocation, location, location - we’ve got the best view in the city with amazing places to walk and take a breathFREE FOODFriendly team membersOut of office team building outings"
Sales / Customer Service,0,"Sales / Customer Service Across USA Moving &amp; Storage has run a family owned and operated moving company since 2006. As an experienced moving company, we offer professional, reliable and friendly moving and relocation services for both local &amp; long distance moves. Our professional moving services include loading and unloading of the goods, wrapping all furniture with protective moving pads, disassembly and reassembly of all basic furniture, fully equipped moving trucks and climate-controlled storage.We are expanding our business and I am looking for reliable Sales Professionals to join my team.  We offer a compensation package that includes base pay, commission, and performance bonuses.  We work in a fun and relaxed office environment and are looking foward to another amazing year of growth.  I am looking to hire immediately so apply today! We are a locally owned and operated Moving and Storage company and are currently seeking a sales professional to join our team. We have been doing business for over 6 years. We provide relocation services for local, interstate, and international moves.We maintain a fun, professional, relaxed work environment. -Excellent verbal and written communication skills-Strong computer, internet, and office equipment knowledge-Background in office &amp; administration, customer service, or a working knowledge of the moving industry-Must be professional, people friendly and a positive team player-Self-starter and highly motivated-Reliable, honest and hard-working-Strong organization skills-Must be able to work in a fast-paced environment-Ability to work Full Time Benefits available after 90 days"
